69.0	81.0	1.219778	0.231244	69.0	65.0	0.177467	0.083111	69.0	81.0	0.134445	0.0572	69.0	81.0	0.134444	0.058178	69.0	81.0	0.135911	0.056711	69.0	80.0	0.132978	0.059155	69.0	81.0	0.132	0.0572	69.0	81.0	0.131022	0.056711	69.0	81.0	0.132489	0.058177	69.0	81.0	0.131022	0.056222	69.0	81.0	0.131511	0.0572	69.0	70.0	0.168178	0.083111	69.0	81.0	0.130533	0.079689	69.0	81.0	0.136889	0.055733	69.0	81.0	0.131511	0.0572	69.0	81.0	0.132978	0.055245	69.0	81.0	0.131022	0.056711	69.0	70.0	0.165244	0.0792	69.0	81.0	0.149112	0.057689	69.0	81.0	0.132978	0.056711
186232.0	69220.0	198.457626	16.849069	186232.0	68371.0	27.72587	4.869334	186232.0	69220.0	25.867114	3.725334	186232.0	69220.0	26.068048	3.685244	186232.0	69220.0	26.204448	3.163112	186232.0	69220.0	25.705781	2.929422	186232.0	69220.0	25.744892	3.305867	186232.0	69220.0	25.015959	3.051645	186232.0	69219.0	25.042848	3.013023	186232.0	69221.0	25.600181	3.096134	186232.0	69220.0	24.744137	2.995911	186232.0	68768.0	25.372359	3.076578	186232.0	69220.0	24.97147	3.0316	186232.0	69220.0	25.289248	3.240845	186232.0	69220.0	25.923825	3.027201	186232.0	69220.0	25.430048	3.143556	186232.0	69219.0	26.072447	3.303422	186232.0	68824.0	25.407559	2.9744	186232.0	69220.0	25.730715	3.371867	186232.0	69218.0	25.080003	3.047734
57.0	67.0	0.153511	0.060622	57.0	56.0	0.150578	0.071378	57.0	67.0	0.131023	0.069423	57.0	67.0	0.122222	0.049867	57.0	67.0	0.120267	0.048889	57.0	66.0	0.143733	0.047911	57.0	66.0	0.119778	0.047422	57.0	67.0	0.124667	0.053289	57.0	66.0	0.121244	0.047423	57.0	67.0	0.125644	0.047422	57.0	67.0	0.1232	0.046444	57.0	59.0	0.151066	0.076267	57.0	67.0	0.122712	0.050355	57.0	67.0	0.118311	0.046933	57.0	67.0	0.117333	0.047422	57.0	67.0	0.120267	0.046444	57.0	66.0	0.119289	0.0484	57.0	57.0	0.141777	0.077734	57.0	67.0	0.130533	0.0528	57.0	67.0	0.117823	0.047911
59.0	71.0	0.123689	0.046933	59.0	61.0	0.148133	0.070889	59.0	71.0	0.126133	0.049378	59.0	71.0	0.142756	0.047911	59.0	71.0	0.116845	0.051822	59.0	70.0	0.119777	0.046934	59.0	70.0	0.1188	0.046934	59.0	71.0	0.121245	0.148133	59.0	70.0	0.152534	0.052311	59.0	71.0	0.125645	0.048889	59.0	71.0	0.119778	0.0484	59.0	63.0	0.154977	0.077245	59.0	71.0	0.1188	0.047423	59.0	71.0	0.1188	0.050356	59.0	71.0	0.120267	0.0484	59.0	71.0	0.123689	0.046445	59.0	70.0	0.1188	0.047422	59.0	55.0	0.159867	0.065511	59.0	71.0	0.1188	0.047422	59.0	71.0	0.120267	0.050355
62.0	74.0	0.137378	0.086533	62.0	63.0	0.177955	0.099244	62.0	74.0	0.136401	0.082622	62.0	74.0	0.217066	0.0616	62.0	74.0	0.144223	0.078223	62.0	73.0	0.142267	0.064045	62.0	73.0	0.1364	0.059156	62.0	74.0	0.137867	0.058667	62.0	73.0	0.134934	0.055734	62.0	74.0	0.194578	0.071377	62.0	74.0	0.176489	0.146178	62.0	63.0	0.189689	0.077733	62.0	74.0	0.119777	0.0484	62.0	74.0	0.119289	0.047423	62.0	74.0	0.1188	0.047423	62.0	74.0	0.115867	0.048889	62.0	73.0	0.1188	0.046933	62.0	56.0	0.140311	0.066489	62.0	74.0	0.116355	0.049377	62.0	74.0	0.114889	0.046933
64.0	76.0	0.120267	0.0528	64.0	57.0	0.147645	0.069911	64.0	76.0	0.117333	0.046933	64.0	76.0	0.148133	0.0484	64.0	76.0	0.117822	0.047422	64.0	73.0	0.116845	0.047422	64.0	75.0	0.122222	0.051333	64.0	76.0	0.129066	0.046444	64.0	76.0	0.115866	0.0484	64.0	76.0	0.1188	0.056223	64.0	76.0	0.114889	0.046934	64.0	59.0	0.157911	0.085066	64.0	76.0	0.119778	0.047911	64.0	76.0	0.1144	0.045956	64.0	76.0	0.1188	0.047911	64.0	76.0	0.115378	0.045955	64.0	76.0	0.115867	0.094356	64.0	59.0	0.144222	0.065511	64.0	76.0	0.116845	0.046445	64.0	76.0	0.117334	0.061111
79.0	87.0	0.120756	0.046444	79.0	77.0	0.151067	0.068933	79.0	87.0	0.117822	0.055245	79.0	87.0	0.117823	0.044978	79.0	87.0	0.118312	0.044978	79.0	85.0	0.117822	0.045467	79.0	86.0	0.118311	0.047422	79.0	87.0	0.133956	0.067956	79.0	87.0	0.117334	0.046445	79.0	87.0	0.115378	0.047911	79.0	87.0	0.115866	0.044978	79.0	76.0	0.152045	0.072845	79.0	87.0	0.1188	0.045955	79.0	87.0	0.115378	0.044489	79.0	87.0	0.115866	0.044978	79.0	87.0	0.120267	0.067956	79.0	87.0	0.114889	0.044977	79.0	74.0	0.141289	0.067956	79.0	87.0	0.134444	0.052311	79.0	87.0	0.116845	0.047422
54.0	66.0	0.119777	0.045466	54.0	59.0	0.143733	0.067955	54.0	66.0	0.1144	0.046445	54.0	66.0	0.113911	0.044978	54.0	66.0	0.113911	0.044	54.0	65.0	0.143244	0.045467	54.0	65.0	0.115867	0.049867	54.0	66.0	0.114889	0.062578	54.0	66.0	0.134933	0.044489	54.0	66.0	0.112445	0.045466	54.0	66.0	0.112444	0.044	54.0	59.0	0.1496	0.071867	54.0	66.0	0.114889	0.044489	54.0	66.0	0.112933	0.049867	54.0	66.0	0.113911	0.045467	54.0	66.0	0.113422	0.044489	54.0	66.0	0.111955	0.045956	54.0	55.0	0.136889	0.061111	54.0	66.0	0.112445	0.044978	54.0	65.0	0.117822	0.046444
67.0	79.0	0.146177	0.047911	67.0	64.0	0.148623	0.067956	67.0	79.0	0.1144	0.045956	67.0	79.0	0.112934	0.044489	67.0	79.0	0.124177	0.056711	67.0	78.0	0.129067	0.056711	67.0	78.0	0.132977	0.058666	67.0	79.0	0.1232	0.046445	67.0	78.0	0.116356	0.045467	67.0	79.0	0.126133	0.046933	67.0	79.0	0.114401	0.044978	67.0	64.0	0.154489	0.089955	67.0	79.0	0.130045	0.044978	67.0	79.0	0.109512	0.044	67.0	79.0	0.111466	0.043022	67.0	79.0	0.108534	0.043022	67.0	78.0	0.111467	0.045956	67.0	60.0	0.137867	0.060134	67.0	79.0	0.109022	0.042044	67.0	79.0	0.11	0.046933
55.0	67.0	0.1232	0.044489	55.0	58.0	0.139822	0.066489	55.0	67.0	0.1188	0.043023	55.0	67.0	0.112445	0.042533	55.0	67.0	0.110978	0.042045	55.0	66.0	0.119289	0.042534	55.0	66.0	0.113422	0.043022	55.0	67.0	0.117822	0.041556	55.0	67.0	0.116356	0.043023	55.0	67.0	0.110978	0.042533	55.0	67.0	0.110489	0.041556	55.0	61.0	0.168178	0.083111	55.0	67.0	0.112934	0.044	55.0	67.0	0.112933	0.043511	55.0	67.0	0.111467	0.043022	55.0	67.0	0.110489	0.055734	55.0	67.0	0.112934	0.044	55.0	59.0	0.134934	0.059156	55.0	67.0	0.109511	0.043022	55.0	66.0	0.117333	0.055733
