49.0	49.0	59.0	1.414845	1.389911	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	63.0	1.987823	1.862178	49.0	49.0	49.0	49.0	49.0	49.0	58.0	1.811822	1.595734	49.0	49.0
51.0	51.0	55.0	1.3816	1.356666	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	60.0	1.498933	1.424623	51.0	51.0	51.0	51.0	51.0	51.0	57.0	1.371823	1.410444	51.0	51.0
50.0	50.0	60.0	1.822578	1.526312	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	60.0	1.920845	1.904222	50.0	50.0	50.0	50.0	50.0	50.0	59.0	1.952623	1.942845	50.0	50.0
42.0	42.0	50.0	1.925245	1.810845	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	54.0	1.637778	1.288222	42.0	42.0	42.0	42.0	42.0	42.0	48.0	1.523867	1.628	42.0	42.0
57.0	57.0	60.0	2.101245	2.024	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	60.0	1.958489	1.961422	57.0	57.0	57.0	57.0	57.0	57.0	62.0	1.683245	1.691556	57.0	57.0
62.0	62.0	64.0	1.763912	1.766356	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	66.0	1.854845	2.159423	62.0	62.0	62.0	62.0	62.0	62.0	69.0	2.4552	1.960445	62.0	62.0
19452.0	19452.0	0.0	0.0	0.0	19452.0	19452.0	19452.0	19452.0	19452.0	19452.0	19452.0	19452.0	19452.0	19452.0	0.0	0.0	0.0	19452.0	19452.0	19452.0	19452.0	19452.0	19452.0	0.0	0.0	0.0	19452.0	19452.0
52.0	52.0	52.0	1.313644	1.263289	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	58.0	1.427556	1.43	52.0	52.0	52.0	52.0	52.0	52.0	62.0	1.593289	1.630445	52.0	52.0
52.0	52.0	52.0	1.263289	1.240312	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	58.0	1.470578	1.405067	52.0	52.0	52.0	52.0	52.0	52.0	62.0	1.588889	1.621155	52.0	52.0
50.0	50.0	51.0	1.293111	1.3024	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	53.0	1.737022	1.716489	50.0	50.0	50.0	50.0	50.0	50.0	52.0	1.349334	1.305822	50.0	50.0
54.0	54.0	55.0	1.600622	1.3684	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	56.0	1.343956	1.315111	54.0	54.0	54.0	54.0	54.0	54.0	55.0	1.303378	1.343956	54.0	54.0
46.0	46.0	54.0	1.351289	1.341511	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	55.0	1.323911	1.291156	46.0	46.0	46.0	46.0	46.0	46.0	55.0	1.435378	1.397245	46.0	46.0
45.0	45.0	54.0	1.304844	1.384534	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	55.0	1.309733	1.286267	45.0	45.0	45.0	45.0	45.0	45.0	53.0	1.432445	1.251555	45.0	45.0
168088.0	168088.0	0.0	0.0	0.0	168088.0	168088.0	168088.0	168088.0	168088.0	168088.0	168088.0	168088.0	168088.0	168088.0	0.0	0.0	0.0	168088.0	168088.0	168088.0	168088.0	168088.0	168088.0	0.0	0.0	0.0	168088.0	168088.0
41.0	41.0	48.0	1.482311	1.4256	41.0	41.0	41.0	41.0	41.0	41.0	41.0	41.0	41.0	41.0	50.0	1.611378	2.138889	41.0	41.0	41.0	41.0	41.0	41.0	49.0	1.154267	1.158666	41.0	41.0
51211.0	51211.0	0.0	0.0	0.0	51211.0	51211.0	51211.0	51211.0	51211.0	51211.0	51211.0	51211.0	51211.0	51211.0	0.0	0.0	0.0	51211.0	51211.0	51211.0	51211.0	51211.0	51211.0	0.0	0.0	0.0	51211.0	51211.0
44.0	44.0	50.0	1.238355	1.270622	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	51.0	1.199734	1.188	44.0	44.0	44.0	44.0	44.0	44.0	51.0	2.020578	1.916933	44.0	44.0
179104.0	179104.0	0.0	0.0	0.0	179104.0	179104.0	179104.0	179104.0	179104.0	179104.0	179104.0	179104.0	179104.0	179104.0	0.0	0.0	0.0	179104.0	179104.0	179104.0	179104.0	179104.0	179104.0	0.0	0.0	0.0	179104.0	179104.0
110077.0	110077.0	0.0	0.0	0.0	110077.0	110077.0	110077.0	110077.0	110077.0	110077.0	110077.0	110077.0	110077.0	110077.0	0.0	0.0	0.0	110077.0	110077.0	110077.0	110077.0	110077.0	110077.0	0.0	0.0	0.0	110077.0	110077.0
15603.0	15603.0	0.0	0.0	0.0	15603.0	15603.0	15603.0	15603.0	15603.0	15603.0	15603.0	15603.0	15603.0	15603.0	0.0	0.0	0.0	15603.0	15603.0	15603.0	15603.0	15603.0	15603.0	0.0	0.0	0.0	15603.0	15603.0
86370.0	86370.0	0.0	0.0	0.0	86370.0	86370.0	86370.0	86370.0	86370.0	86370.0	86370.0	86370.0	86370.0	86370.0	0.0	0.0	0.0	86370.0	86370.0	86370.0	86370.0	86370.0	86370.0	0.0	0.0	0.0	86370.0	86370.0
78000.0	78000.0	0.0	0.0	0.0	78000.0	78000.0	78000.0	78000.0	78000.0	78000.0	78000.0	78000.0	78000.0	78000.0	0.0	0.0	0.0	78000.0	78000.0	78000.0	78000.0	78000.0	78000.0	0.0	0.0	0.0	78000.0	78000.0
56.0	56.0	49.0	1.217822	1.225156	56.0	56.0	56.0	56.0	56.0	56.0	56.0	56.0	56.0	56.0	56.0	1.379156	1.550267	56.0	56.0	56.0	56.0	56.0	56.0	57.0	2.049912	1.974623	56.0	56.0
5763.0	5763.0	0.0	0.0	0.0	5763.0	5763.0	5763.0	5763.0	5763.0	5763.0	5763.0	5763.0	5763.0	5763.0	0.0	0.0	0.0	5763.0	5763.0	5763.0	5763.0	5763.0	5763.0	0.0	0.0	0.0	5763.0	5763.0
5783.0	5783.0	3271.0	120.607926	112.345703	5783.0	5783.0	5783.0	5783.0	5783.0	5783.0	5783.0	5783.0	5783.0	5783.0	3505.0	134.005928	116.697793	5783.0	5783.0	5783.0	5783.0	5783.0	5783.0	4030.0	159.523487	134.192684	5783.0	5783.0
11976.0	11976.0	0.0	0.0	0.0	11976.0	11976.0	11976.0	11976.0	11976.0	11976.0	11976.0	11976.0	11976.0	11976.0	0.0	0.0	0.0	11976.0	11976.0	11976.0	11976.0	11976.0	11976.0	0.0	0.0	0.0	11976.0	11976.0
67373.0	67373.0	0.0	0.0	0.0	67373.0	67373.0	67373.0	67373.0	67373.0	67373.0	67373.0	67373.0	67373.0	67373.0	0.0	0.0	0.0	67373.0	67373.0	67373.0	67373.0	67373.0	67373.0	0.0	0.0	0.0	67373.0	67373.0
45.0	45.0	52.0	1.358622	1.354222	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	52.0	1.265244	1.275511	45.0	45.0	45.0	45.0	45.0	45.0	51.0	1.905689	1.277956	45.0	45.0
89381.0	89381.0	0.0	0.0	0.0	89381.0	89381.0	89381.0	89381.0	89381.0	89381.0	89381.0	89381.0	89381.0	89381.0	0.0	0.0	0.0	89381.0	89381.0	89381.0	89381.0	89381.0	89381.0	0.0	0.0	0.0	89381.0	89381.0
6198.0	6198.0	0.0	0.0	0.0	6198.0	6198.0	6198.0	6198.0	6198.0	6198.0	6198.0	6198.0	6198.0	6198.0	0.0	0.0	0.0	6198.0	6198.0	6198.0	6198.0	6198.0	6198.0	0.0	0.0	0.0	6198.0	6198.0
11264.0	11264.0	6913.0	268.577501	209.681049	11264.0	11264.0	11264.0	11264.0	11264.0	11264.0	11264.0	11264.0	11264.0	11264.0	8044.0	294.728171	242.631675	11264.0	11264.0	11264.0	11264.0	11264.0	11264.0	0.0	0.0	0.0	11264.0	11264.0
57.0	57.0	54.0	1.448578	1.4476	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	55.0	1.408489	1.450534	57.0	57.0	57.0	57.0	57.0	57.0	48.0	1.180667	1.1572	57.0	57.0
62.0	62.0	56.0	1.606001	1.5224	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	58.0	1.525822	1.577156	62.0	62.0	62.0	62.0	62.0	62.0	50.0	1.260844	1.300445	62.0	62.0
120072.0	120072.0	0.0	0.0	0.0	120072.0	120072.0	120072.0	120072.0	120072.0	120072.0	120072.0	120072.0	120072.0	120072.0	0.0	0.0	0.0	120072.0	120072.0	120072.0	120072.0	120072.0	120072.0	0.0	0.0	0.0	120072.0	120072.0
31725.0	31725.0	0.0	0.0	0.0	31725.0	31725.0	31725.0	31725.0	31725.0	31725.0	31725.0	31725.0	31725.0	31725.0	0.0	0.0	0.0	31725.0	31725.0	31725.0	31725.0	31725.0	31725.0	0.0	0.0	0.0	31725.0	31725.0
28.0	28.0	35.0	0.992445	0.855066	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	32.0	0.837467	0.814489	28.0	28.0	28.0	28.0	28.0	28.0	37.0	0.993422	0.938178	28.0	28.0
92134.0	92134.0	0.0	0.0	0.0	92134.0	92134.0	92134.0	92134.0	92134.0	92134.0	92134.0	92134.0	92134.0	92134.0	0.0	0.0	0.0	92134.0	92134.0	92134.0	92134.0	92134.0	92134.0	0.0	0.0	0.0	92134.0	92134.0
13822.0	13822.0	0.0	0.0	0.0	13822.0	13822.0	13822.0	13822.0	13822.0	13822.0	13822.0	13822.0	13822.0	13822.0	0.0	0.0	0.0	13822.0	13822.0	13822.0	13822.0	13822.0	13822.0	0.0	0.0	0.0	13822.0	13822.0
81528.0	81528.0	0.0	0.0	0.0	81528.0	81528.0	81528.0	81528.0	81528.0	81528.0	81528.0	81528.0	81528.0	81528.0	0.0	0.0	0.0	81528.0	81528.0	81528.0	81528.0	81528.0	81528.0	0.0	0.0	0.0	81528.0	81528.0
22.0	22.0	27.0	0.611111	0.604756	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	25.0	0.570534	0.633111	22.0	22.0	22.0	22.0	22.0	22.0	23.0	0.449289	0.455644	22.0	22.0
3799.0	3799.0	2525.0	83.589744	80.260899	3799.0	3799.0	3799.0	3799.0	3799.0	3799.0	3799.0	3799.0	3799.0	3799.0	2953.0	106.672147	98.990235	3799.0	3799.0	3799.0	3799.0	3799.0	3799.0	0.0	0.0	0.0	3799.0	3799.0
8253.0	8253.0	0.0	0.0	0.0	8253.0	8253.0	8253.0	8253.0	8253.0	8253.0	8253.0	8253.0	8253.0	8253.0	0.0	0.0	0.0	8253.0	8253.0	8253.0	8253.0	8253.0	8253.0	0.0	0.0	0.0	8253.0	8253.0
20.0	20.0	28.0	0.661955	0.729422	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	29.0	0.653644	0.649245	20.0	20.0	20.0	20.0	20.0	20.0	30.0	0.667822	0.922045	20.0	20.0
100765.0	100765.0	0.0	0.0	0.0	100765.0	100765.0	100765.0	100765.0	100765.0	100765.0	100765.0	100765.0	100765.0	100765.0	0.0	0.0	0.0	100765.0	100765.0	100765.0	100765.0	100765.0	100765.0	0.0	0.0	0.0	100765.0	100765.0
72.0	72.0	54.0	1.433422	1.437822	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	64.0	1.6588	1.730667	72.0	72.0	72.0	72.0	72.0	72.0	68.0	1.973155	1.841156	72.0	72.0
2073.0	2073.0	1340.0	47.104939	48.435695	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	1527.0	46.572539	49.190051	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	0.0	0.0	0.0	2073.0	2073.0
56003.0	56003.0	0.0	0.0	0.0	56003.0	56003.0	56003.0	56003.0	56003.0	56003.0	56003.0	56003.0	56003.0	56003.0	0.0	0.0	0.0	56003.0	56003.0	56003.0	56003.0	56003.0	56003.0	0.0	0.0	0.0	56003.0	56003.0
126677.0	126677.0	0.0	0.0	0.0	126677.0	126677.0	126677.0	126677.0	126677.0	126677.0	126677.0	126677.0	126677.0	126677.0	0.0	0.0	0.0	126677.0	126677.0	126677.0	126677.0	126677.0	126677.0	0.0	0.0	0.0	126677.0	126677.0
108263.0	108263.0	0.0	0.0	0.0	108263.0	108263.0	108263.0	108263.0	108263.0	108263.0	108263.0	108263.0	108263.0	108263.0	0.0	0.0	0.0	108263.0	108263.0	108263.0	108263.0	108263.0	108263.0	0.0	0.0	0.0	108263.0	108263.0
