AmericanNationalStandardsInstitute	AkiraKurosawa	Algae	Aramaicalphabet	Adobe	Alabama	ForeignrelationsofArmenia	AbrahamLincoln	April	August	Asphalt	Albedo	Androidrobot	AustrianSchool	Ataxia	Animation	AmericanRevolutionaryWar	EconomyofAzerbaijan	Aardvark	Aristotle
28.015746195124205	28.62338717112394	26.24027096124431	8.04292652804517	15.559611260494691	29.353933565591316	14.000737967797216	26.22298500916103	19.06267145902171	9.633259786143697	27.055244114542568	15.66743861688062	25.816923809916847	27.08452045784941	24.644427271255847	25.30574114946517	25.218548149273424	27.035904756696006	20.742823308587962	25.826644677404584
-7.208176187498896	408.46038194034725	167.75176556274099	13.332091013495607	91.28224145378921	184.21452725188402	73.51423696134911	200.22978429737393	92.85499221433308	44.124895566412064	174.57493439494473	95.44838079853237	164.1846474585034	177.4786022829051	148.35583313422424	196.10731677205771	186.1845742334726	146.92596669137922	157.06611734404638	195.78687563741144
-0.5468160215843696	100.87367149096632	212.85478674049173	10.28617388354669	55.38839095638478	101.1592111586875	48.02912007195208	105.6052102583664	54.410310589354	31.257727912243215	116.48847723136316	72.5772733112766	91.01064061887874	106.26677706915058	103.2489482577526	103.69439372745371	92.84708835973385	88.91249152492595	100.1342377093208	114.21963277106967
-1.256384156578963	25.499177768723328	22.854442824072333	61.36712888652158	12.689429815731692	30.901951419967023	7.8320788816677425	23.325622012467313	16.251204404704513	6.828755661813456	21.393755734477637	10.406161507487802	16.613456877373256	22.44449294259428	15.688706159688321	21.45502771005729	22.006553477835276	17.506513227070965	20.193546734649157	25.67941482212804
-0.011263248400024128	34.23195774421113	33.82852483140042	4.54207613549629	60.148033602803395	35.9289625375893	14.051731281796345	33.803007317680176	18.422526767261484	8.381385926869696	39.01327146402711	20.36604716699105	28.655467102815795	31.290447446060323	27.71961968032252	31.168673900031656	33.11658983741479	29.117642135729696	28.855546436551116	35.47407680205521
27.130097623189602	285.69816383471715	269.24548937364335	49.44984222245255	173.41763067823635	509.6855561771378	185.61610495430338	309.60280909718364	207.84773177374416	129.71720448450287	275.36759224794497	173.64680144803543	237.27981058597015	299.6110026692366	232.3976439991246	242.47392290901448	289.1833800311578	274.1071672560533	220.23825031395754	259.27498623047603
12.416429664658148	131.05892184447836	124.62315542495944	25.638979383398897	86.33415502235495	147.7876264391982	286.1617774998955	130.07839574754223	114.08547481567368	75.90021213443426	126.99909595380987	85.84789219381678	117.11302056399188	128.68255688497499	117.38469705059934	117.06256683294525	136.39979001644838	163.2424407950302	114.97184195581838	127.33575880581374
8.242110323557332	305.061664723372	271.0354018938768	32.676724470645695	147.41131803936725	311.63726696529676	133.85831172092801	527.6344709351389	176.48654196891044	94.05909544404773	279.86705912128775	141.67629575277485	244.01571722900212	289.63200737904873	225.272942646407	264.35273695071857	332.96283685244276	227.0162533455227	222.91530561584625	296.3488699433503
9.406406425686916	50.572633376792275	45.02951994359906	6.873332190528134	26.18808628136576	54.787356574097636	34.676100904324926	52.84096435976749	125.17760476774481	66.12329593070127	47.15925392848523	22.350218028397794	38.18761244970271	43.009007722963354	33.44769188707258	39.360348534960195	52.655150012320306	43.223390533103505	33.43488170456512	43.27542180882181
8.960787743742832	38.44192304232382	35.79624020105651	5.330519341786531	24.55126795189174	43.71514984234395	27.449726568442475	39.18193716848797	69.25852927709522	88.59875399227347	36.98676081800073	22.977109901077498	33.974678320048405	34.352832128113704	28.908713743746496	31.534985665490833	42.9163404084962	35.90436565026457	28.548796261700655	31.368050589366565
2.2187549044752313	99.98045016730076	112.8910250942272	8.473425245335418	61.44787018221151	102.67543048192337	47.115717138237216	105.67061743394768	52.9792024353725	28.054969965956676	213.46004922472713	68.77563356437561	92.68780570379052	103.20303184087349	93.33107755183369	97.70454548756267	101.96169792805021	92.75729735597848	87.87911706832014	106.72447562119582
0.47835099848083285	49.22987827936011	58.000468994153394	5.015021353878714	30.785232068507508	50.40059887901819	28.11893168402536	48.10688863669908	26.422216662725248	16.043198073544783	59.71638707532448	103.56028544172642	43.04070972726749	52.58128790897246	54.43416670823265	47.923314404857265	47.745814980783976	46.730926514968374	50.20126061730552	54.33036908996345
1.131070029416338	38.55340557573083	37.39258933498216	4.21709172754254	19.769420124401297	35.61754072221005	16.445457972047418	36.88509341849133	20.21003008397286	10.305757199460459	37.86777917513147	22.20691001621941	74.47578840191805	37.756610193629136	31.306419183548215	38.117582124999224	34.19293168212112	30.53942542077014	31.436247055643502	39.510906902512346
1.782683395567827	108.51756159815154	109.98373755953958	8.901040533021137	51.64636568827765	116.03301569590188	56.782318161534825	118.76421928909825	56.80519596927656	31.058419604900703	106.37674123505563	68.26074890081745	92.64392786200517	223.30714761429613	91.2173618394257	102.65857817945509	102.23300373956859	102.00465482162855	88.3610437656612	124.04507308700784
-0.5145770157204911	45.895972140443156	58.946259446076	1.0640897999083743	20.373355708837465	43.97251273810415	21.39732379980646	51.825646693563016	22.51666294019513	9.49145584789411	57.139634224182984	42.107885424961054	40.906649835626766	50.99238844485522	137.24532779566994	44.759844391981794	46.13821645868058	41.98916861437439	54.175319491460066	52.58377097142703
6.648047950276376	103.9949128965766	92.50554497136443	14.944372427595486	49.38448796783058	84.3618685428992	37.98488513450686	91.33249546467884	52.83996714466028	27.85492683654404	89.31603468857895	53.05602841690332	85.9359232447075	89.15297564614987	73.69571408984608	187.60232826935467	80.4156397570271	72.76447715622466	81.50667475919906	97.3374328668374
11.065664087607997	261.93848820105677	250.71222580988587	29.55317055856054	136.16197568582427	266.684810678997	120.11277017917932	309.38489380469076	165.1394674396266	93.53671940544879	262.5580457336422	117.79285280878818	189.4401195852999	241.15128402171237	177.77354288613049	211.55767868882577	476.753327766019	188.03143880040278	199.73120621506328	238.76961801610702
5.865687975505909	68.86280031086736	66.81308777795164	8.329690822797405	42.68850370985713	75.53305704821784	60.04634404579282	67.37518164828305	42.88917864495674	40.170671030029695	69.44765680422765	47.35955255542657	58.97353928675679	69.78783013287865	60.524441417575034	60.35114582969969	61.5005813265629	141.02655541755777	52.963347114129576	63.3081306332514
1.7121420597882695	46.69353325355597	52.85049499922456	4.448556217850723	23.06627999147354	43.9653542286227	22.016834183716938	46.75727921205776	25.509339918356616	12.933294248997477	48.90788107549754	31.56927862468003	38.67780669448509	45.37303868696821	45.60315498930102	45.217887309205345	44.281825417113645	38.44389455251595	107.23975272536458	49.35529494854381
-3.6625668821796626	167.3503221048842	166.33733330753654	19.56386468507561	77.99612310973201	151.0931086573698	53.65891198845981	163.27971538168617	81.97417863709903	30.587858509864624	158.0467764998047	83.0906704382733	138.51733462815085	167.05066400975514	136.23264523474546	150.09537287936647	157.28579015693475	118.02188849676233	131.45437356594547	311.12944503560175
